"108-1322","VFL530-SE [A60] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1324","VFL530-SE [S65] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1326","VFL530-SE [R65] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1361","VFL54_SE 48LED BODY ASSY.","W/O EC GEAR TRAY,GLUE",""
"108-1361AW1","VFL54_SE 48LED BODY ASSY[X]","W/O EC, GEAR TRAY, LENS, X=W/O VENT",""
"108-1480","VFL520 [S60] IP66: LED-12/12W/3K","",""
"108-1481","VFL520 [S60] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1483","VFL520 [S60] IP66: LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1485","VFL520 [S65] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1487","VFL520 [S65] IP66: LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1489","VFL520 [S70] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1491","VFL520 [S70] IP66: LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1493","VFL520 [R65] IP66:LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1495","VFL520 [R65] IP66:LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1497","VFL520 [A60] IP66:LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1499","VFL520 [A60] IP66:LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1501","VFL520 [P65] IP66:LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1503","VFL520 [P65] IP66:LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1552","VFL530-12LED/WW[P65.EC]","LUMIN.,EC350MA+LED3K,12W",""
"108-1552+0001","VFL530-12LED/WW[P65.BAS]","LUMIN.,EC350MA+LED3K,12W",""
"108-1552+0002","VFL530-12LED/WW[P65.ADV]","LUMIN.,EC350MA+LED3K,12W",""
"108-1553","VFL530-12LED/NW[P65.EC]","LUMIN.,EC350MA+LED4K,12W",""
"108-1553+0001","VFL530-12LED/NW[P65.BAS]","LUMIN.,EC350MA+LED4K,12W",""
"108-1553+0002","VFL530-12LED/NW[P65.ADV]","LUMIN.,EC350MA+LED4K,12W",""
"108-1553+0011  ","VFL530-12LED/NW[P65.BAS] ","LUMIN.,EC350MA+LED4K,12W ",""
"108-1554","VFL530-12LED/WW[P65.EC]","LUMIN.,EC700MA+LED3K,24W",""
"108-1554+0001","VFL530-12LED/WW[P65.BAS]","LUMIN.,EC700MA+LED3K,24W",""
"108-1554+0002","VFL530-12LED/WW[P65.ADV]","LUMIN.,EC700MA+LED3K,24W",""
"108-1555","VFL530-12LED/NW[P65.EC]","LUMIN.,EC700MA+LED4K,24W",""
"108-1555+0001","VFL530-12LED/NW[P65.BAS]","LUMIN.,EC700MA+LED4K,24W",""
"108-1555+0002","VFL530-12LED/NW[P65.ADV]","LUMIN.,EC700MA+LED4K,24W",""
"108-1556","VFL530-24LED/WW[P65.EC]","LUMIN.,EC350MA+LED3K,24W",""
"108-1556+0001","VFL530-24LED/WW[P65.BAS]","LUMIN.,EC350MA+LED3K,24W",""
"108-1556+0002","VFL530-24LED/WW[P65.ADV]","LUMIN.,EC350MA+LED3K,24W",""
"108-1557","VFL530-24LED/NW[P65.EC]","LUMIN.,EC350MA+LED4K,24W",""
"108-1557+0001","VFL530-24LED/NW[P65.BAS]","LUMIN.,EC350MA+LED4K,24W",""
"108-1557+0002","VFL530-24LED/NW[P65.ADV]","LUMIN.,EC350MA+LED4K,24W",""
"108-1558","VFL530-24LED/WW[P65.EC]","LUMIN.,EC700MA+LED3K,48W",""
"108-1558+0001","VFL530-24LED/WW[P65.BAS]","LUMIN.,EC700MA+LED3K,48W",""
"108-1558+0002","VFL530-24LED/WW[P65.ADV]","LUMIN.,EC700MA+LED3K,48W",""
"108-1559","VFL530-24LED/NW[P65.EC]","LUMIN.,EC700MA+LED4K,48W",""
"108-1559+0001","VFL530-24LED/NW[P65.BAS]","LUMIN.,EC700MA+LED4K,48W",""
"108-1559+0002","VFL530-24LED/NW[P65.ADV]","LUMIN.,EC700MA+LED4K,48W",""
"108-1623","PFL230 [R65] IP66: LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1629","PFL230 [A60] IP66: LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1630","PFL230 [P65] IP66: LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1632","PFL230 [S65] IP66: LED-12/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1635","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 3K, 72W",""
"108-1635+0001","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 3K, 72W,WE-EF CONTROL BASIC",""
"108-1635+0002","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 3K, 72W,WE-EF CONTROL ADVANCED",""
"108-1638","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 3K, 72W",""
"108-1638+0001","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 3K, 72W,WE-EF CONTROL BASIC",""
"108-1638+0002","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 3K, 72W,WE-EF CONTROL ADVANCED",""
"108-1639","PFL240 [R65]:IP66:LED-24/72W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1641","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 4K, 72W",""
"108-1641+0001","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 4K, 72W,WE-EF CONTROL BASIC",""
"108-1641+0002","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 4K, 72W,WE-EF CONTROL ADVANCED",""
"108-1643","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 4K, 72W",""
"108-1643+0001","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 4K, 72W,WE-EF CONTROL BASIC",""
"108-1643+0002","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","1050mA + LED 4K, 72W,WE-EF CONTROL ADVANCED",""
"108-1649","PIA240 [S65] IP66: LED-18/54W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1653","PIA240 [R65] IP66: LED-18/54W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1655","PIA240 [A60] IP66: LED-18/54W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1660","PIA230 [S65] IP66: LED-12/24W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1664","PIA230 [R65] IP66: LED-12/24W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1666","PIA230 [A60] IP66: LED-12/24W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1677","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","700mA + LED 3K, 48W",""
"108-1677+0001","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","700mA + LED 3K, 48W,WE-EF CONTROL BASIC",""
"108-1677+0002","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","700mA + LED 3K, 48W,WE-EF CONTROL ADVANCED",""
"108-1678","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","700mA + LED 4K, 48W",""
"108-1678+0001","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","700mA + LED 4K, 48W,WE-EF CONTROL BASIC",""
"108-1678+0002","PFL240-24LED[S65.EC]POLE MOUNTED LUMINAIRE","700mA + LED 4K, 48W,WE-EF CONTROL ADVANCED",""
"108-1680","PFL240 [R65]:IP66:LED-24/48W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1681","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","700mA + LED 3K, 48W",""
"108-1681+0001","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","700mA + LED 3K, 48W,WE-EF CONTROL BASIC",""
"108-1681+0002","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","700mA + LED 3K, 48W,WE-EF CONTROL ADVANCED",""
"108-1682","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","700mA + LED 4K, 48W",""
"108-1682+0001","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","700mA + LED 4K, 48W,WE-EF CONTROL BASIC",""
"108-1682+0002","PFL240-24LED[A60.EC]POLE MOUNTED LUMINAIRE","700mA + LED 4K, 48W,WE-EF CONTROL ADVANCED",""
"108-1688","PFL240 [S65]:IP66:LED-18/54W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1690","PFL240 [R65]:IP66:LED-18/54W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1692","PFL240 [A60]:IP66:LED-18/54W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1700","PFL240 [S65]:IP66:LED-18/36W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1702","PFL240 [R65]:IP66:LED-18/36W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1704","PFL240 [A60]:IP66:LED-18/36W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1724","PFL230[S65]:IP66:LED-18/36W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1726","PFL230[R65]:IP66:LED-18/36W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1728","PFL230[A60]:IP66:LED-18/36W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1730","PFL230[P65]:IP66:LED-18/36W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1747","PIA230 [S65] IP66: LED-18/36W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1749","PIA230 [R65] IP66: LED-18/36W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1750","PIA230 [R65] IP66: LED-18/36W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1751","PIA230 [A60] IP66: LED-18/36W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1759","PIA240 [S65] IP66: LED-24/72W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1761","PIA240 [R65] IP66: LED-24/72W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1763","PIA240 [A60] IP66: LED-24/72W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1774","PFL230 [S65] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1776","PFL230 [R65] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1778","PFL230 [A60] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1780","PFL230 [P65] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1782","PFL230 [S65] IP66: LED-18/18W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1784","PFL230 [R65] IP66: LED-18/18W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1786","PFL230 [A60] IP66: LED-18/18W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1788","PFL230 [P65] IP66: LED-18/18W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1851","IO-360-PIA230","",""
"108-1852","IO-360-PIA240","",""
"108-1856","VFL540-36LED [S65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,108W",""
"108-1857","VFL540-36LED [S60.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,108W",""
"108-1858","VFL540-36LED [R65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,108W",""
"108-1859","VFL540-36LED [A60.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,108W",""
"108-1860","VFL540-36LED [P65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,108W",""
"108-1861","VFL540-36LED [S70.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,108W",""
"108-1862","VFL540-36LED [S65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,108W",""
"108-1863","VFL540-36LED [S60.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,108W",""
"108-1864","VFL540-36LED [R65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,108W",""
"108-1865","VFL540-36LED [A60.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,108W",""
"108-1866","VFL540-36LED [P65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,108W",""
"108-1878","VFL530-SE [P65] IP66: LED-24/48W/4K","",""
"108-1880","VFL530-SE [P65] IP66: LED-12/24W/4K","",""
"108-1882","VFL530-SE [P65] IP66: LED-24/24W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1884","VFL530-SE [P65] IP66: LED-12/12W/4K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-1923","VFL540-36LED [S70.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,108W",""
"108-1966","PFL540 [P45R] IP66: LED-36/72W/4K","",""
"108-1970","PFL540 [P45R] IP66: LED-48/96W/4K","",""
"108-1974","PFL540 [P45R] IP66: LED-36/108W/4K","",""
"108-1978","PFL540 [P45R] IP66: LED-48/144W/4K","",""
"108-1982","PFL240 [P45R] IP66: LED-24/72W/4K","",""
"108-1986","VFL540 [P45R] IP66: LED-36/72W/4K","",""
"108-1990","VFL540 [P45R] IP66: LED-42/84W/4K","",""
"108-1994","VFL540-SE [P45R] IP66: LED-36/72W/4K","",""
"108-1998","VFL540-SE [P45R] IP66: LED-48/96W/4K","",""
"108-2040","VFL530-24LED [A60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 72W",""
"108-2041","VFL530-24LED [A60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 72W",""
"108-2042","VFL530-24LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 72W",""
"108-2043","VFL530-24LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 72W",""
"108-2044","VFL530-24LED [R65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 72W",""
"108-2045","VFL530-24LED [R65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 72W",""
"108-2046","VFL530-24LED [S60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 72W",""
"108-2047","VFL530-24LED [S60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 72W",""
"108-2048","VFL530-24LED [S65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 72W",""
"108-2049","VFL530-24LED [S65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 72W",""
"108-2050","VFL530-24LED [S70.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 72W",""
"108-2051","VFL530-24LED [S70.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 72W",""
"108-2052","VFL530-SE [A60] IP66: LED-24/72W/3K","EVG 220-240V 50-60HZ: SK/Class I",""
"108-2068","VFL540-SE-36LED [A60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 108W",""
"108-2069","VFL540-SE-36LED [A60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 108W",""
"108-2070","VFL540-SE-36LED [R65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 108W",""
"108-2071","VFL540-SE-36LED [R65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 108W",""
"108-2072","VFL540-SE-36LED [S60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 108W",""
"108-2073","VFL540-SE-36LED [S60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 108W",""
"108-2074","VFL540-SE-36LED [S65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 108W",""
"108-2075","VFL540-SE-36LED [S65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 108W",""
"108-2076","VFL540-SE-36LED [S70.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 108W",""
"108-2077","VFL540-SE-36LED [S70.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 108W",""
"108-2078","VFL540-SE-48LED [A60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 144W",""
"108-2079","VFL540-SE-48LED [A60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 144W",""
"108-2080","VFL540-SE-48LED [R65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 144W",""
"108-2081","VFL540-SE-48LED [R65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 144W",""
"108-2082","VFL540-SE-48LED [S60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 144W",""
"108-2083","VFL540-SE-48LED [S60.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 144W",""
"108-2084","VFL540-SE-48LED [S65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 144W",""
"108-2085","VFL540-SE-48LED [S65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 144W",""
"108-2086","VFL540-SE-48LED [S70.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 144W",""
"108-2087","VFL540-SE-48LED [S70.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 144W",""
"108-2088","VFL540-42LED [A60.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,126W",""
"108-2089","VFL540-42LED [A60.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,126W",""
"108-2090","VFL540-42LED [R65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,126W",""
"108-2091","VFL540-42LED [R65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,126W",""
"108-2092","VFL540-42LED [S60.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,126W",""
"108-2093","VFL540-42LED [S60.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,126W",""
"108-2094","VFL540-42LED [S65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,126W",""
"108-2095","VFL540-42LED [S65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,126W",""
"108-2096","VFL540-42LED [S70.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,126W",""
"108-2097","VFL540-42LED [S70.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,126W",""
"108-2105","VFL540-42LED [P65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED3K,126W",""
"108-2106","VFL540-42LED [P65.EC]POLE MOUNTED LUMINAIRE","LUMIN.,EC1050MA+LED4K,126W",""
"108-2115","VFL540-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC350MA+LED3K,36W",""
"108-2116","VFL540-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC700MA+LED3K,72W",""
"108-2117","VFL540-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC350MA+LED4K,36W",""
"108-2118","VFL540-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC700MA+LED4K,72W",""
"108-2119","VFL540-42LED [P65.EC]POLE MOUNTED LUMINAIRE","EC350MA+LED3K,42W",""
"108-2120","VFL540-42LED [P65.EC]POLE MOUNTED LUMINAIRE","EC700MA+LED3K,84W",""
"108-2121","VFL540-42LED [P65.EC]POLE MOUNTED LUMINAIRE","EC350MA+LED4K,42W",""
"108-2122","VFL540-42LED [P65.EC]POLE MOUNTED LUMINAIRE","EC700MA+LED4K,84W",""
"108-2128","VFL540-SE-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 108W",""
"108-2129","VFL540-SE-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 108W",""
"108-2130","VFL540-SE-48LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 3K, 144W",""
"108-2131","VFL540-SE-48LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 1050MA + LED 4K, 144W",""
"108-2143","VFL540-SE-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 700MA + LED 3K, 72W",""
"108-2144","VFL540-SE-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 700MA + LED 4K, 72W",""
"108-2145","VFL540-SE-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 350MA + LED 3K, 36W",""
"108-2146","VFL540-SE-36LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 350MA + LED 4K, 36W",""
"108-2147","VFL540-SE-48LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 700MA + LED 3K, 96W",""
"108-2148","VFL540-SE-48LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 700MA + LED 4K, 96W",""
"108-2149","VFL540-SE-48LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 350MA + LED 3K, 48W",""
"108-2150","VFL540-SE-48LED [P65.EC]POLE MOUNTED LUMINAIRE","EC 350MA + LED 4K, 48W",""
"108-7000","FLA440-DT-26[S. ]","FLOODL.,GX24D-3,W/O GEAR",""
"108-7001","FLA440-DT-26[S.I]","FLOODLIGHT,GX24D-3,LPF",""
"108-7002","FLA440-DT-26[S.K]","FLOODLIGHT,GX24D-3,HPF",""
"108-7003","FLA440-DT/E-32[S. ]","FLOODL.,GX24Q-3,W/O ECG",""
"108-7004","FLA440-DT/E-32[S.ECG]","FLOODLIGHT,GX24Q-3,ECG",""
"108-7005","FLA440-DT/E-42[S. ]","FLOODL.,GX24Q-4,W/O ECG",""
"108-7006","FLA440-DT/E-42[S.ECG]","FLOODLIGHT,GX24Q-4,ECG",""
"108-7007","FLA440-TT-70/H[S. ]","FLOODLIGHT,E27,W/O GEAR",""
"108-7008","FLA440-TT-70/H[S.I]","FLOODLIGHT,E27,LPF",""
"108-7009","FLA440-TT-70/H[S.K]","FLOODLIGHT,E27,HPF",""
"108-7010","FLA440-TT-70/H[S. ]","FLOODLIGHT,E27,W/O ECG",""
"108-7011","FLA440-TT-70/H[S.ECG]","FLOODLIGHT,E27,ECG",""
"108-7012","FLA440-T-70/H[S. ]","FLOODLIGHT,G12,W/O GEAR",""
"108-7013","FLA440-T-70/H[S.I]","FLOODLIGHT,G12,LPF",""
"108-7014","FLA440-T-70/H[S.K]","FLOODLIGHT,G12,HPF",""
"108-7015","FLA440-T-70/H[S. ]","FLOODLIGHT,G12,W/O ECG",""
"108-7016","FLA440-T-70/H[S.ECG]","FLOODLIGHT,G12,ECG",""
"108-7017","FLA440-T-150/H[S. ]","FLOODLIGHT,G12,W/O GEAR",""
"108-7018","FLA440-T-150/H[S.I]","FLOODLIGHT,G12,LPF",""
"108-7019","FLA440-T-150/H[S.K]","FLOODLIGHT,G12,HPF",""
"108-7020","FLA440-T-150/H[S. ]","FLOODLIGHT,G12,W/O ECG",""
"108-7021","FLA440-T-150/H[S.ECG]","FLOODLIGHT,G12,ECG",""
"108-7022","FLA440-T-250/H[S. ]","FLOODLIGHT,G12,W/O GEAR",""
"108-7023","FLA440-T-250/H[S.I]","FLOODL.,G12,LPF",""
"108-7024","FLA440-T-250/H[S.K]","FLOODL.,G12,HPF",""
"108-7025","FLA440-T-250/H[S. ]","FLOODLIGHT,G12,W/O ECG",""
"108-7026","FLA440-T-250/H[S.ECG]","FLOODLIGHT,G12,ECG",""
"108-7027","FLA440-T-70/N[S. ]","FLOODLIGHT,E27,W/O GEAR",""
"108-7028","FLA440-T-70/N[S.I]","FLOODL.,E27,LPF",""
"108-7029","FLA440-T-70/N[S.K]","FLOODL.,E27,HPF",""
"108-7030","FLA440-T-70/N[S.ECG]","FLOODLIGHT,E27,ECG",""
"108-7031","FLA440-T-100/H[S. ]","FLOODLIGHT,G12,W/O GEAR",""
"108-7032","FLA440-T-100/H[S.I]","FLOODLIGHT,G12,LPF",""
"108-7033","FLA440-T-100/H[S.K]","FLOODLIGHT,G12,HPF",""
"108-7034","FLA440-T-100/H[S.I]","FLOODLIGHT,G12,LPF,60 HZ",""
"108-7035","FLA440-T-100/H[S.K]","FLOODLIGHT,G12,HPF,60 HZ",""
"108-7036","FLA440-T-100/H[S. ]","FLOODLIGHT,G12,W/O ECG",""
"108-7037","FLA440-T-100/H[S.ECG]","FLOODLIGHT,G12,ECG",""
"108-7038","FLA440-DT/E-42[S. .JD1]","FLOODL.,GX24Q-4,W/O ECG",""
"108-7039","FLA440-DT/E-42[S.ECG.JD1]","FLOODLIGHT,GX24Q-4,ECG",""
"108-7040","FLA440-RS-300[A]","FLOODLIGHT,R7S",""
"108-7041","FLA440-TS-70/H[A. ]","FLOODLIGHT,RX7S,W/O GEAR",""
"108-7042","FLA440-TS-70/H[A.I]","FLOODLIGHT,RX7S,LPF",""
"108-7043","FLA440-TS-70/H[A.K]","FLOODLIGHT,RX7S,HPF",""
"108-7044","FLA440-TS-70/H[A. ]","FLOODLIGHT,RX7S,W/O ECG",""
"108-7045","FLA440-TS-70/H[A.ECG]","FLOODLIGHT,RX7S,ECG",""
"108-7046","FLA440-TS-150/H[A. ]","FLOODLIGHT,RX7S,W/O GEAR",""
"108-7047","FLA440-TS-150/H[A.I]","FLOODLIGHT,RX7S,LPF",""
"108-7048","FLA440-TS-150/H[A.K]","FLOODLIGHT,RX7S,HPF",""
"108-7049","FLA440-TS-150/H[A. ]","FLOODLIGHT,RX7S,W/O ECG",""
"108-7050","FLA440-TS-150/H[A.ECC]","FLOODLIGHT,RX7S,ECG",""
"108-7051","FLA440-TS-70/N[A. ]","FLOODLIGHT,RX7S,W/O GEAR",""
"108-7052","FLA440-TS-70/N[A.I]","FLOODLIGHT,RX7S,LPF",""
"108-7053","FLA440-TS-70/N[A.K]","FLOODLIGHT,RX7S,HPF",""
"108-7054","FLA440-TS-70/N[A. ]","FLOODLIGHT,RX7S,W/O ECG",""
"108-7055","FLA440-TS-70/N[A.ECG]","FLOODLIGHT,RX7S,ECG",""
"108-7056","FLA440-TS-150/N[A. ]","FLOODLIGHT,RX7S,W/O GEAR",""
"108-7057","FLA440-TS-150/N[A.I]","FLOODLIGHT,RX7S,LPF",""
"108-7058","FLA440-TS-150/N[A.K]","FLOODLIGHT,RX7S,HPF",""
"108-7059","FLA440-TS-150/N[A. ]","FLOODLIGHT,RX7S,W/O ECG",""
"108-7060","FLA440-TS-150/N[A.ECG]","FLOODLIGHT,RX7S,ECG",""
"108-7061","FLA440-TS-250/N[A. ]","FLOODLIGHT,RX7S,W/O GEAR",""
"108-7062","FLA440-TS-250/N[A.I]","FLOODLIGHT,RX7S,LPF",""
"108-7063","FLA440-TS-250/N[A.K]","FLOODLIGHT,HPF,RX7S",""
